[0m
[[0;33m*[0m] Function [0;33mfprintf[0m tear down of [0;33mddp[0m

  401dd0:	13200004 	beqz	t9,401de4 <_ftext@@Base+0x194>
  40c670:	24070006 	li	a3,6
  40c674:	8fbc0018 	lw	gp,24(sp)
  40c678:	1040000e 	beqz	v0,40c6b4 <landap_init_wifi_site_survey@@Base+0x184>
  40c67c:	2ad60026 	slti	s6,s6,38
  40c680:	8f8280d0 	lw	v0,-32560(gp)
  40c684:	8c440000 	lw	a0,0(v0)
  40c688:	24020a51 	li	v0,2641
  40c68c:	afa20010 	sw	v0,16(sp)
  40c690:	02a02821 	move	a1,s5
  40c694:	3c060041 	lui	a2,0x41
  40c698:	24c654ac 	addiu	a2,a2,21676
  40c69c:	3c070041 	lui	a3,0x41
[31m  40c6a0:	8f9981c0 	lw	t9,fprintf[0m
  40c6a4:	0320f809 	jalr	t9
  40c6a8:	24e75914 	addiu	a3,a3,22804
--
  40c81c:	afb00028 	sw	s0,40(sp)
  40c820:	3c1c0043 	lui	gp,0x43
  40c824:	279ce140 	addiu	gp,gp,-7872
  40c828:	afbc0018 	sw	gp,24(sp)
  40c82c:	00808021 	move	s0,a0
  40c830:	00a08821 	move	s1,a1
  40c834:	00c0b021 	move	s6,a2
  40c838:	90930000 	lbu	s3,0(a0)
  40c83c:	00139a00 	sll	s3,s3,0x8
  40c840:	90820001 	lbu	v0,1(a0)
  40c844:	00539825 	or	s3,v0,s3
  40c848:	90940012 	lbu	s4,18(a0)
  40c84c:	0014a200 	sll	s4,s4,0x8
  40c850:	90820013 	lbu	v0,19(a0)
  40c854:	0054a025 	or	s4,v0,s4
  40c858:	3c150041 	lui	s5,0x41
  40c85c:	26b55490 	addiu	s5,s5,21648
  40c860:	8f8280d0 	lw	v0,-32560(gp)
  40c864:	8c440000 	lw	a0,0(v0)
  40c868:	240202a6 	li	v0,678
  40c86c:	afa20010 	sw	v0,16(sp)
  40c870:	02a02821 	move	a1,s5
  40c874:	3c060041 	lui	a2,0x41
  40c878:	24c654ac 	addiu	a2,a2,21676
  40c87c:	3c070041 	lui	a3,0x41
[31m  40c880:	8f9981c0 	lw	t9,fprintf[0m
  40c884:	0320f809 	jalr	t9
  40c888:	24e75a24 	addiu	a3,a3,23076
  40c88c:	8fbc0018 	lw	gp,24(sp)
  40c890:	00131200 	sll	v0,s3,0x8
  40c894:	3042ffff 	andi	v0,v0,0xffff
  40c898:	00139a02 	srl	s3,s3,0x8
  40c89c:	00539825 	or	s3,v0,s3
  40c8a0:	3402fdfd 	li	v0,0xfdfd
  40c8a4:	1262000d 	beq	s3,v0,40c8dc <landap_query_support_fun@@Base+0xe0>
  40c8a8:	02a02821 	move	a1,s5
  40c8ac:	8f8280d0 	lw	v0,-32560(gp)
  40c8b0:	8c440000 	lw	a0,0(v0)
  40c8b4:	240202ab 	li	v0,683
  40c8b8:	afa20010 	sw	v0,16(sp)
  40c8bc:	3c060041 	lui	a2,0x41
  40c8c0:	24c654ac 	addiu	a2,a2,21676
  40c8c4:	3c070041 	lui	a3,0x41
[31m  40c8c8:	8f9981c0 	lw	t9,fprintf[0m
  40c8cc:	0320f809 	jalr	t9
  40c8d0:	24e75a24 	addiu	a3,a3,23076
  40c8d4:	10000091 	b	40cb1c <landap_query_support_fun@@Base+0x320>
  40c8d8:	2402ffff 	li	v0,-1
  40c8dc:	00141200 	sll	v0,s4,0x8
  40c8e0:	3042ffff 	andi	v0,v0,0xffff
  40c8e4:	0014a202 	srl	s4,s4,0x8
  40c8e8:	0054a025 	or	s4,v0,s4
  40c8ec:	24020001 	li	v0,1
  40c8f0:	1282000e 	beq	s4,v0,40c92c <landap_query_support_fun@@Base+0x130>
  40c8f4:	26040006 	addiu	a0,s0,6
  40c8f8:	8f8280d0 	lw	v0,-32560(gp)
  40c8fc:	8c440000 	lw	a0,0(v0)
  40c900:	240202b1 	li	v0,689
  40c904:	afa20010 	sw	v0,16(sp)
  40c908:	02a02821 	move	a1,s5
  40c90c:	3c060041 	lui	a2,0x41
  40c910:	24c654ac 	addiu	a2,a2,21676
  40c914:	3c070041 	lui	a3,0x41
[31m  40c918:	8f9981c0 	lw	t9,fprintf[0m
  40c91c:	0320f809 	jalr	t9
  40c920:	24e75a24 	addiu	a3,a3,23076
  40c924:	1000007d 	b	40cb1c <landap_query_support_fun@@Base+0x320>
  40c928:	2402ffff 	li	v0,-1
  40c92c:	24050006 	li	a1,6
  40c930:	8f8681ec 	lw	a2,-32276(gp)
  40c934:	8f99828c 	lw	t9,-32116(gp)
  40c938:	0320f809 	jalr	t9
  40c93c:	24070006 	li	a3,6
  40c940:	8fbc0018 	lw	gp,24(sp)
  40c944:	1040000e 	beqz	v0,40c980 <landap_query_support_fun@@Base+0x184>
  40c948:	2ad60106 	slti	s6,s6,262
  40c94c:	8f8280d0 	lw	v0,-32560(gp)
  40c950:	8c440000 	lw	a0,0(v0)
  40c954:	240202be 	li	v0,702
  40c958:	afa20010 	sw	v0,16(sp)
  40c95c:	02a02821 	move	a1,s5
  40c960:	3c060041 	lui	a2,0x41
  40c964:	24c654ac 	addiu	a2,a2,21676
  40c968:	3c070041 	lui	a3,0x41
[31m  40c96c:	8f9981c0 	lw	t9,fprintf[0m
  40c970:	0320f809 	jalr	t9
  40c974:	24e75a24 	addiu	a3,a3,23076
--
  40cba4:	afa00120 	sw	zero,288(sp)
  40cba8:	afa00124 	sw	zero,292(sp)
  40cbac:	afa00128 	sw	zero,296(sp)
  40cbb0:	afa0012c 	sw	zero,300(sp)
  40cbb4:	afa00130 	sw	zero,304(sp)
  40cbb8:	afa00134 	sw	zero,308(sp)
  40cbbc:	afa00138 	sw	zero,312(sp)
  40cbc0:	92130000 	lbu	s3,0(s0)
  40cbc4:	00139a00 	sll	s3,s3,0x8
  40cbc8:	92020001 	lbu	v0,1(s0)
  40cbcc:	00539825 	or	s3,v0,s3
  40cbd0:	92140012 	lbu	s4,18(s0)
  40cbd4:	0014a200 	sll	s4,s4,0x8
  40cbd8:	92020013 	lbu	v0,19(s0)
  40cbdc:	0054a025 	or	s4,v0,s4
  40cbe0:	3c150041 	lui	s5,0x41
  40cbe4:	26b55490 	addiu	s5,s5,21648
  40cbe8:	8f8280d0 	lw	v0,-32560(gp)
  40cbec:	8c440000 	lw	a0,0(v0)
  40cbf0:	24020449 	li	v0,1097
  40cbf4:	afa20010 	sw	v0,16(sp)
  40cbf8:	02a02821 	move	a1,s5
  40cbfc:	3c060041 	lui	a2,0x41
  40cc00:	24c654ac 	addiu	a2,a2,21676
  40cc04:	3c070041 	lui	a3,0x41
[31m  40cc08:	8f9981c0 	lw	t9,fprintf[0m
  40cc0c:	0320f809 	jalr	t9
  40cc10:	24e759d4 	addiu	a3,a3,22996
  40cc14:	8fbc0018 	lw	gp,24(sp)
  40cc18:	00131200 	sll	v0,s3,0x8
  40cc1c:	3042ffff 	andi	v0,v0,0xffff
  40cc20:	00139a02 	srl	s3,s3,0x8
  40cc24:	00539825 	or	s3,v0,s3
  40cc28:	3402fdfd 	li	v0,0xfdfd
  40cc2c:	1262000d 	beq	s3,v0,40cc64 <landap_get_wifi_info@@Base+0x120>
  40cc30:	02a02821 	move	a1,s5
  40cc34:	8f8280d0 	lw	v0,-32560(gp)
  40cc38:	8c440000 	lw	a0,0(v0)
  40cc3c:	2402044d 	li	v0,1101
  40cc40:	afa20010 	sw	v0,16(sp)
  40cc44:	3c060041 	lui	a2,0x41
  40cc48:	24c654ac 	addiu	a2,a2,21676
  40cc4c:	3c070041 	lui	a3,0x41
[31m  40cc50:	8f9981c0 	lw	t9,fprintf[0m
  40cc54:	0320f809 	jalr	t9
  40cc58:	24e759d4 	addiu	a3,a3,22996
  40cc5c:	10000158 	b	40d1c0 <landap_get_wifi_info@@Base+0x67c>
  40cc60:	2402ffff 	li	v0,-1
  40cc64:	00141200 	sll	v0,s4,0x8
  40cc68:	3042ffff 	andi	v0,v0,0xffff
  40cc6c:	0014a202 	srl	s4,s4,0x8
  40cc70:	0054a025 	or	s4,v0,s4
  40cc74:	24020001 	li	v0,1
  40cc78:	1282000e 	beq	s4,v0,40ccb4 <landap_get_wifi_info@@Base+0x170>
  40cc7c:	26040006 	addiu	a0,s0,6
  40cc80:	8f8280d0 	lw	v0,-32560(gp)
  40cc84:	8c440000 	lw	a0,0(v0)
  40cc88:	24020453 	li	v0,1107
  40cc8c:	afa20010 	sw	v0,16(sp)
  40cc90:	02a02821 	move	a1,s5
  40cc94:	3c060041 	lui	a2,0x41
  40cc98:	24c654ac 	addiu	a2,a2,21676
  40cc9c:	3c070041 	lui	a3,0x41
[31m  40cca0:	8f9981c0 	lw	t9,fprintf[0m
  40cca4:	0320f809 	jalr	t9
  40cca8:	24e759d4 	addiu	a3,a3,22996
  40ccac:	10000144 	b	40d1c0 <landap_get_wifi_info@@Base+0x67c>
  40ccb0:	2402ffff 	li	v0,-1
  40ccb4:	24050006 	li	a1,6
  40ccb8:	8f8681ec 	lw	a2,-32276(gp)
  40ccbc:	8f99828c 	lw	t9,-32116(gp)
  40ccc0:	0320f809 	jalr	t9
  40ccc4:	24070006 	li	a3,6
  40ccc8:	8fbc0018 	lw	gp,24(sp)
  40cccc:	1040000e 	beqz	v0,40cd08 <landap_get_wifi_info@@Base+0x1c4>
  40ccd0:	2ad60112 	slti	s6,s6,274
  40ccd4:	8f8280d0 	lw	v0,-32560(gp)
  40ccd8:	8c440000 	lw	a0,0(v0)
  40ccdc:	24020461 	li	v0,1121
  40cce0:	afa20010 	sw	v0,16(sp)
  40cce4:	02a02821 	move	a1,s5
  40cce8:	3c060041 	lui	a2,0x41
  40ccec:	24c654ac 	addiu	a2,a2,21676
  40ccf0:	3c070041 	lui	a3,0x41
[31m  40ccf4:	8f9981c0 	lw	t9,fprintf[0m
  40ccf8:	0320f809 	jalr	t9
  40ccfc:	24e759d4 	addiu	a3,a3,22996
--
  40d234:	00002821 	move	a1,zero
  40d238:	8f99812c 	lw	t9,-32468(gp)
  40d23c:	0320f809 	jalr	t9
  40d240:	240600ff 	li	a2,255
  40d244:	8fbc0018 	lw	gp,24(sp)
  40d248:	afa00120 	sw	zero,288(sp)
  40d24c:	a3a00124 	sb	zero,292(sp)
  40d250:	92130000 	lbu	s3,0(s0)
  40d254:	00139a00 	sll	s3,s3,0x8
  40d258:	92020001 	lbu	v0,1(s0)
  40d25c:	00539825 	or	s3,v0,s3
  40d260:	92140012 	lbu	s4,18(s0)
  40d264:	0014a200 	sll	s4,s4,0x8
  40d268:	92020013 	lbu	v0,19(s0)
  40d26c:	0054a025 	or	s4,v0,s4
  40d270:	3c150041 	lui	s5,0x41
  40d274:	26b55490 	addiu	s5,s5,21648
  40d278:	8f8280d0 	lw	v0,-32560(gp)
  40d27c:	8c440000 	lw	a0,0(v0)
  40d280:	240203a3 	li	v0,931
  40d284:	afa20010 	sw	v0,16(sp)
  40d288:	02a02821 	move	a1,s5
  40d28c:	3c060041 	lui	a2,0x41
  40d290:	24c654ac 	addiu	a2,a2,21676
  40d294:	3c070041 	lui	a3,0x41
[31m  40d298:	8f9981c0 	lw	t9,fprintf[0m
  40d29c:	0320f809 	jalr	t9
  40d2a0:	24e759ec 	addiu	a3,a3,23020
  40d2a4:	8fbc0018 	lw	gp,24(sp)
  40d2a8:	00131200 	sll	v0,s3,0x8
  40d2ac:	3042ffff 	andi	v0,v0,0xffff
  40d2b0:	00139a02 	srl	s3,s3,0x8
  40d2b4:	00539825 	or	s3,v0,s3
  40d2b8:	3402fdfd 	li	v0,0xfdfd
  40d2bc:	1262000d 	beq	s3,v0,40d2f4 <landap_set_network_adv_info@@Base+0x10c>
  40d2c0:	02a02821 	move	a1,s5
  40d2c4:	8f8280d0 	lw	v0,-32560(gp)
  40d2c8:	8c440000 	lw	a0,0(v0)
  40d2cc:	240203a7 	li	v0,935
  40d2d0:	afa20010 	sw	v0,16(sp)
  40d2d4:	3c060041 	lui	a2,0x41
  40d2d8:	24c654ac 	addiu	a2,a2,21676
  40d2dc:	3c070041 	lui	a3,0x41
[31m  40d2e0:	8f9981c0 	lw	t9,fprintf[0m
  40d2e4:	0320f809 	jalr	t9
  40d2e8:	24e759ec 	addiu	a3,a3,23020
  40d2ec:	100000db 	b	40d65c <landap_set_network_adv_info@@Base+0x474>
  40d2f0:	2402ffff 	li	v0,-1
  40d2f4:	00141200 	sll	v0,s4,0x8
  40d2f8:	3042ffff 	andi	v0,v0,0xffff
  40d2fc:	0014a202 	srl	s4,s4,0x8
  40d300:	0054a025 	or	s4,v0,s4
  40d304:	24020001 	li	v0,1
  40d308:	1282000e 	beq	s4,v0,40d344 <landap_set_network_adv_info@@Base+0x15c>
  40d30c:	26040006 	addiu	a0,s0,6
  40d310:	8f8280d0 	lw	v0,-32560(gp)
  40d314:	8c440000 	lw	a0,0(v0)
  40d318:	240203ad 	li	v0,941
  40d31c:	afa20010 	sw	v0,16(sp)
  40d320:	02a02821 	move	a1,s5
  40d324:	3c060041 	lui	a2,0x41
  40d328:	24c654ac 	addiu	a2,a2,21676
  40d32c:	3c070041 	lui	a3,0x41
[31m  40d330:	8f9981c0 	lw	t9,fprintf[0m
  40d334:	0320f809 	jalr	t9
  40d338:	24e759ec 	addiu	a3,a3,23020
  40d33c:	100000c7 	b	40d65c <landap_set_network_adv_info@@Base+0x474>
  40d340:	2402ffff 	li	v0,-1
  40d344:	24050006 	li	a1,6
  40d348:	8f8681ec 	lw	a2,-32276(gp)
  40d34c:	8f99828c 	lw	t9,-32116(gp)
  40d350:	0320f809 	jalr	t9
  40d354:	24070006 	li	a3,6
  40d358:	8fbc0018 	lw	gp,24(sp)
  40d35c:	1040000e 	beqz	v0,40d398 <landap_set_network_adv_info@@Base+0x1b0>
  40d360:	2ad60026 	slti	s6,s6,38
  40d364:	8f8280d0 	lw	v0,-32560(gp)
  40d368:	8c440000 	lw	a0,0(v0)
  40d36c:	240203bb 	li	v0,955
  40d370:	afa20010 	sw	v0,16(sp)
  40d374:	02a02821 	move	a1,s5
  40d378:	3c060041 	lui	a2,0x41
  40d37c:	24c654ac 	addiu	a2,a2,21676
  40d380:	3c070041 	lui	a3,0x41
[31m  40d384:	8f9981c0 	lw	t9,fprintf[0m
  40d388:	0320f809 	jalr	t9
  40d38c:	24e759ec 	addiu	a3,a3,23020
--
  40d6e8:	00002821 	move	a1,zero
  40d6ec:	8f99812c 	lw	t9,-32468(gp)
  40d6f0:	0320f809 	jalr	t9
  40d6f4:	240600ff 	li	a2,255
  40d6f8:	8fbc0018 	lw	gp,24(sp)
  40d6fc:	afa00138 	sw	zero,312(sp)
  40d700:	a3a00140 	sb	zero,320(sp)
  40d704:	92130000 	lbu	s3,0(s0)
  40d708:	00139a00 	sll	s3,s3,0x8
  40d70c:	92020001 	lbu	v0,1(s0)
  40d710:	00539825 	or	s3,v0,s3
  40d714:	92140012 	lbu	s4,18(s0)
  40d718:	0014a200 	sll	s4,s4,0x8
  40d71c:	92020013 	lbu	v0,19(s0)
  40d720:	0054a025 	or	s4,v0,s4
  40d724:	3c150041 	lui	s5,0x41
  40d728:	26b55490 	addiu	s5,s5,21648
  40d72c:	8f8280d0 	lw	v0,-32560(gp)
  40d730:	8c440000 	lw	a0,0(v0)
  40d734:	240208d0 	li	v0,2256
  40d738:	afa20010 	sw	v0,16(sp)
  40d73c:	02a02821 	move	a1,s5
  40d740:	3c060041 	lui	a2,0x41
  40d744:	24c654ac 	addiu	a2,a2,21676
  40d748:	3c070041 	lui	a3,0x41
[31m  40d74c:	8f9981c0 	lw	t9,fprintf[0m
  40d750:	0320f809 	jalr	t9
  40d754:	24e75934 	addiu	a3,a3,22836
  40d758:	8fbc0018 	lw	gp,24(sp)
  40d75c:	00131200 	sll	v0,s3,0x8
  40d760:	3042ffff 	andi	v0,v0,0xffff
  40d764:	00139a02 	srl	s3,s3,0x8
  40d768:	00539825 	or	s3,v0,s3
  40d76c:	3402fdfd 	li	v0,0xfdfd
  40d770:	1262000d 	beq	s3,v0,40d7a8 <landap_set_simple_wifi_info@@Base+0x124>
  40d774:	02a02821 	move	a1,s5
  40d778:	8f8280d0 	lw	v0,-32560(gp)
  40d77c:	8c440000 	lw	a0,0(v0)
  40d780:	240208d4 	li	v0,2260
  40d784:	afa20010 	sw	v0,16(sp)
  40d788:	3c060041 	lui	a2,0x41
  40d78c:	24c654ac 	addiu	a2,a2,21676
  40d790:	3c070041 	lui	a3,0x41
[31m  40d794:	8f9981c0 	lw	t9,fprintf[0m
  40d798:	0320f809 	jalr	t9
  40d79c:	24e75934 	addiu	a3,a3,22836
  40d7a0:	100002d2 	b	40e2ec <landap_set_simple_wifi_info@@Base+0xc68>
  40d7a4:	2402ffff 	li	v0,-1
  40d7a8:	00141200 	sll	v0,s4,0x8
  40d7ac:	3042ffff 	andi	v0,v0,0xffff
  40d7b0:	0014a202 	srl	s4,s4,0x8
  40d7b4:	0054a025 	or	s4,v0,s4
  40d7b8:	24020001 	li	v0,1
  40d7bc:	1282000c 	beq	s4,v0,40d7f0 <landap_set_simple_wifi_info@@Base+0x16c>
  40d7c0:	3c060041 	lui	a2,0x41
  40d7c4:	8f8280d0 	lw	v0,-32560(gp)
  40d7c8:	8c440000 	lw	a0,0(v0)
  40d7cc:	240208da 	li	v0,2266
  40d7d0:	afa20010 	sw	v0,16(sp)
  40d7d4:	24c654ac 	addiu	a2,a2,21676
  40d7d8:	3c070041 	lui	a3,0x41
[31m  40d7dc:	8f9981c0 	lw	t9,fprintf[0m
  40d7e0:	0320f809 	jalr	t9
  40d7e4:	24e75934 	addiu	a3,a3,22836
  40d7e8:	100002c0 	b	40e2ec <landap_set_simple_wifi_info@@Base+0xc68>
  40d7ec:	2402ffff 	li	v0,-1
  40d7f0:	26040006 	addiu	a0,s0,6
  40d7f4:	24050006 	li	a1,6
  40d7f8:	8f8681ec 	lw	a2,-32276(gp)
  40d7fc:	8f99828c 	lw	t9,-32116(gp)
  40d800:	0320f809 	jalr	t9
  40d804:	24070006 	li	a3,6
  40d808:	8fbc0018 	lw	gp,24(sp)
  40d80c:	1040000e 	beqz	v0,40d848 <landap_set_simple_wifi_info@@Base+0x1c4>
  40d810:	2ad60026 	slti	s6,s6,38
  40d814:	8f8280d0 	lw	v0,-32560(gp)
  40d818:	8c440000 	lw	a0,0(v0)
  40d81c:	240208e8 	li	v0,2280
  40d820:	afa20010 	sw	v0,16(sp)
  40d824:	02a02821 	move	a1,s5
  40d828:	3c060041 	lui	a2,0x41
  40d82c:	24c654ac 	addiu	a2,a2,21676
  40d830:	3c070041 	lui	a3,0x41
[31m  40d834:	8f9981c0 	lw	t9,fprintf[0m
  40d838:	0320f809 	jalr	t9
  40d83c:	24e75934 	addiu	a3,a3,22836
--
  40e368:	0320f809 	jalr	t9
  40e36c:	240600ff 	li	a2,255
  40e370:	8fbc0018 	lw	gp,24(sp)
  40e374:	afa00120 	sw	zero,288(sp)
  40e378:	afa00124 	sw	zero,292(sp)
  40e37c:	afa00128 	sw	zero,296(sp)
  40e380:	afa0012c 	sw	zero,300(sp)
  40e384:	92130000 	lbu	s3,0(s0)
  40e388:	00139a00 	sll	s3,s3,0x8
  40e38c:	92020001 	lbu	v0,1(s0)
  40e390:	00539825 	or	s3,v0,s3
  40e394:	92140012 	lbu	s4,18(s0)
  40e398:	0014a200 	sll	s4,s4,0x8
  40e39c:	92020013 	lbu	v0,19(s0)
  40e3a0:	0054a025 	or	s4,v0,s4
  40e3a4:	3c150041 	lui	s5,0x41
  40e3a8:	26b55490 	addiu	s5,s5,21648
  40e3ac:	8f8280d0 	lw	v0,-32560(gp)
  40e3b0:	8c440000 	lw	a0,0(v0)
  40e3b4:	24020845 	li	v0,2117
  40e3b8:	afa20010 	sw	v0,16(sp)
  40e3bc:	02a02821 	move	a1,s5
  40e3c0:	3c060041 	lui	a2,0x41
  40e3c4:	24c654ac 	addiu	a2,a2,21676
  40e3c8:	3c070041 	lui	a3,0x41
[31m  40e3cc:	8f9981c0 	lw	t9,fprintf[0m
  40e3d0:	0320f809 	jalr	t9
  40e3d4:	24e75950 	addiu	a3,a3,22864
  40e3d8:	8fbc0018 	lw	gp,24(sp)
  40e3dc:	00131200 	sll	v0,s3,0x8
  40e3e0:	3042ffff 	andi	v0,v0,0xffff
  40e3e4:	00139a02 	srl	s3,s3,0x8
  40e3e8:	00539825 	or	s3,v0,s3
  40e3ec:	3402fdfd 	li	v0,0xfdfd
  40e3f0:	1262000d 	beq	s3,v0,40e428 <landap_get_simple_wifi_info@@Base+0x114>
  40e3f4:	02a02821 	move	a1,s5
  40e3f8:	8f8280d0 	lw	v0,-32560(gp)
  40e3fc:	8c440000 	lw	a0,0(v0)
  40e400:	24020849 	li	v0,2121
  40e404:	afa20010 	sw	v0,16(sp)
  40e408:	3c060041 	lui	a2,0x41
  40e40c:	24c654ac 	addiu	a2,a2,21676
  40e410:	3c070041 	lui	a3,0x41
[31m  40e414:	8f9981c0 	lw	t9,fprintf[0m
  40e418:	0320f809 	jalr	t9
  40e41c:	24e75950 	addiu	a3,a3,22864
  40e420:	10000103 	b	40e830 <landap_get_simple_wifi_info@@Base+0x51c>
  40e424:	2402ffff 	li	v0,-1
  40e428:	00141200 	sll	v0,s4,0x8
  40e42c:	3042ffff 	andi	v0,v0,0xffff
  40e430:	0014a202 	srl	s4,s4,0x8
  40e434:	0054a025 	or	s4,v0,s4
  40e438:	24020001 	li	v0,1
  40e43c:	1282000e 	beq	s4,v0,40e478 <landap_get_simple_wifi_info@@Base+0x164>
  40e440:	26040006 	addiu	a0,s0,6
  40e444:	8f8280d0 	lw	v0,-32560(gp)
  40e448:	8c440000 	lw	a0,0(v0)
  40e44c:	2402084f 	li	v0,2127
  40e450:	afa20010 	sw	v0,16(sp)
  40e454:	02a02821 	move	a1,s5
  40e458:	3c060041 	lui	a2,0x41
  40e45c:	24c654ac 	addiu	a2,a2,21676
  40e460:	3c070041 	lui	a3,0x41
[31m  40e464:	8f9981c0 	lw	t9,fprintf[0m
  40e468:	0320f809 	jalr	t9
  40e46c:	24e75950 	addiu	a3,a3,22864
  40e470:	100000ef 	b	40e830 <landap_get_simple_wifi_info@@Base+0x51c>
  40e474:	2402ffff 	li	v0,-1
  40e478:	24050006 	li	a1,6
  40e47c:	8f8681ec 	lw	a2,-32276(gp)
  40e480:	8f99828c 	lw	t9,-32116(gp)
  40e484:	0320f809 	jalr	t9
  40e488:	24070006 	li	a3,6
  40e48c:	8fbc0018 	lw	gp,24(sp)
  40e490:	1040000e 	beqz	v0,40e4cc <landap_get_simple_wifi_info@@Base+0x1b8>
  40e494:	2ad60082 	slti	s6,s6,130
  40e498:	8f8280d0 	lw	v0,-32560(gp)
  40e49c:	8c440000 	lw	a0,0(v0)
  40e4a0:	2402085d 	li	v0,2141
  40e4a4:	afa20010 	sw	v0,16(sp)
  40e4a8:	02a02821 	move	a1,s5
  40e4ac:	3c060041 	lui	a2,0x41
  40e4b0:	24c654ac 	addiu	a2,a2,21676
  40e4b4:	3c070041 	lui	a3,0x41
[31m  40e4b8:	8f9981c0 	lw	t9,fprintf[0m
  40e4bc:	0320f809 	jalr	t9
  40e4c0:	24e75950 	addiu	a3,a3,22864
--
  40e8a0:	a3a20024 	sb	v0,36(sp)
  40e8a4:	27a40025 	addiu	a0,sp,37
  40e8a8:	00002821 	move	a1,zero
  40e8ac:	8f99812c 	lw	t9,-32468(gp)
  40e8b0:	0320f809 	jalr	t9
  40e8b4:	240600ff 	li	a2,255
  40e8b8:	8fbc0018 	lw	gp,24(sp)
  40e8bc:	92130000 	lbu	s3,0(s0)
  40e8c0:	00139a00 	sll	s3,s3,0x8
  40e8c4:	92020001 	lbu	v0,1(s0)
  40e8c8:	00539825 	or	s3,v0,s3
  40e8cc:	92140012 	lbu	s4,18(s0)
  40e8d0:	0014a200 	sll	s4,s4,0x8
  40e8d4:	92020013 	lbu	v0,19(s0)
  40e8d8:	0054a025 	or	s4,v0,s4
  40e8dc:	3c150041 	lui	s5,0x41
  40e8e0:	26b55490 	addiu	s5,s5,21648
  40e8e4:	8f8280d0 	lw	v0,-32560(gp)
  40e8e8:	8c440000 	lw	a0,0(v0)
  40e8ec:	2402010f 	li	v0,271
  40e8f0:	afa20010 	sw	v0,16(sp)
  40e8f4:	02a02821 	move	a1,s5
  40e8f8:	3c060041 	lui	a2,0x41
  40e8fc:	24c654ac 	addiu	a2,a2,21676
  40e900:	3c070041 	lui	a3,0x41
[31m  40e904:	8f9981c0 	lw	t9,fprintf[0m
  40e908:	0320f809 	jalr	t9
  40e90c:	24e75a78 	addiu	a3,a3,23160
  40e910:	8fbc0018 	lw	gp,24(sp)
  40e914:	00131200 	sll	v0,s3,0x8
  40e918:	3042ffff 	andi	v0,v0,0xffff
  40e91c:	00139a02 	srl	s3,s3,0x8
  40e920:	00539825 	or	s3,v0,s3
  40e924:	3402fdfd 	li	v0,0xfdfd
  40e928:	1262000d 	beq	s3,v0,40e960 <landap_set_basic_info@@Base+0x108>
  40e92c:	02a02821 	move	a1,s5
  40e930:	8f8280d0 	lw	v0,-32560(gp)
  40e934:	8c440000 	lw	a0,0(v0)
  40e938:	24020113 	li	v0,275
  40e93c:	afa20010 	sw	v0,16(sp)
  40e940:	3c060041 	lui	a2,0x41
  40e944:	24c654ac 	addiu	a2,a2,21676
  40e948:	3c070041 	lui	a3,0x41
[31m  40e94c:	8f9981c0 	lw	t9,fprintf[0m
  40e950:	0320f809 	jalr	t9
  40e954:	24e75a78 	addiu	a3,a3,23160
  40e958:	10000158 	b	40eebc <landap_set_basic_info@@Base+0x664>
  40e95c:	2402ffff 	li	v0,-1
  40e960:	00141200 	sll	v0,s4,0x8
  40e964:	3042ffff 	andi	v0,v0,0xffff
  40e968:	0014a202 	srl	s4,s4,0x8
  40e96c:	0054a025 	or	s4,v0,s4
  40e970:	24020001 	li	v0,1
  40e974:	1282000e 	beq	s4,v0,40e9b0 <landap_set_basic_info@@Base+0x158>
  40e978:	26040006 	addiu	a0,s0,6
  40e97c:	8f8280d0 	lw	v0,-32560(gp)
  40e980:	8c440000 	lw	a0,0(v0)
  40e984:	24020119 	li	v0,281
  40e988:	afa20010 	sw	v0,16(sp)
  40e98c:	02a02821 	move	a1,s5
  40e990:	3c060041 	lui	a2,0x41
  40e994:	24c654ac 	addiu	a2,a2,21676
  40e998:	3c070041 	lui	a3,0x41
[31m  40e99c:	8f9981c0 	lw	t9,fprintf[0m
  40e9a0:	0320f809 	jalr	t9
  40e9a4:	24e75a78 	addiu	a3,a3,23160
  40e9a8:	10000144 	b	40eebc <landap_set_basic_info@@Base+0x664>
  40e9ac:	2402ffff 	li	v0,-1
  40e9b0:	24050006 	li	a1,6
  40e9b4:	8f8681ec 	lw	a2,-32276(gp)
  40e9b8:	8f99828c 	lw	t9,-32116(gp)
  40e9bc:	0320f809 	jalr	t9
  40e9c0:	24070006 	li	a3,6
  40e9c4:	8fbc0018 	lw	gp,24(sp)
  40e9c8:	1040000e 	beqz	v0,40ea04 <landap_set_basic_info@@Base+0x1ac>
  40e9cc:	2ad60026 	slti	s6,s6,38
  40e9d0:	8f8280d0 	lw	v0,-32560(gp)
  40e9d4:	8c440000 	lw	a0,0(v0)
  40e9d8:	24020127 	li	v0,295
  40e9dc:	afa20010 	sw	v0,16(sp)
  40e9e0:	02a02821 	move	a1,s5
  40e9e4:	3c060041 	lui	a2,0x41
  40e9e8:	24c654ac 	addiu	a2,a2,21676
  40e9ec:	3c070041 	lui	a3,0x41
[31m  40e9f0:	8f9981c0 	lw	t9,fprintf[0m
  40e9f4:	0320f809 	jalr	t9
  40e9f8:	24e75a78 	addiu	a3,a3,23160
--
  40ef44:	a3a20044 	sb	v0,68(sp)
  40ef48:	27a40045 	addiu	a0,sp,69
